S.No,Date,(Node 01) Battery Voltage ,(Node 01) Soil EC,(Node 01) Soil Moisture ,(Node 01) Soil Temperature ,(Node 01) Solar Voltage ,(Node 02) Battery Voltage ,(Node 02) Soil EC,(Node 02) Soil Moisture ,(Node 02) Soil Temperature ,(Node 02) Solar Voltage ,(Node 03) Battery Voltage ,(Node 03) Soil EC,(Node 03) Soil Moisture ,(Node 03) Soil Temperature ,(Node 03) Solar Voltage ,(Node 04) Battery Voltage ,(Node 04) Soil EC,(Node 04) Soil Moisture ,(Node 04) Soil Temperature ,(Node 04) Solar Voltage 
12106,12/12/2022- 8:14:52 AM,,,,,,,,,,,,,,,,4.15,358.89,34.25,20.62,4.31
12107,12/12/2022- 8:37:55 AM,,,,,,,,,,,,,,,,4.21,346.68,33.28,20.67,4.72
12108,12/12/2022- 8:49:20 AM,,,,,,,,,,,,,,,,4.2,325.93,33.03,20.7,4.34
12109,12/12/2022- 9:01:46 AM,,,,,,,,,,,,,,,,4.2,310.06,31.98,20.47,4.27
12110,12/12/2022- 9:12:24 AM,,,,,,,,,,,,,,,,4.21,306.4,31.67,20.59,4.27
12111,12/12/2022- 9:24:51 AM,,,,,,,,,,,,,,,,4.22,306.4,31.54,20.76,4.29
12112,12/12/2022- 9:36:15 AM,,,,,,,,,,,,,,,,4.22,302.73,31.52,20.62,4.31
12113,12/12/2022- 9:47:53 AM,,,,,,,,,,,,,,,,4.22,302.73,31.25,20.64,5
12114,12/12/2022- 9:59:18 AM,,,,,,,,,,,,,,,,4.22,303.96,31.18,20.59,5
12115,12/12/2022- 10:10:56 AM,,,,,,,,,,,,,,,,4.23,312.5,31.25,20.56,5
12116,12/12/2022- 10:22:21 AM,,,,,,,,,,,,,,,,4.2,307.62,30.96,20.5,5
12117,12/12/2022- 10:33:46 AM,,,,,,,,,,,,,,,,4.2,290.53,30.88,20.7,5
12118,12/12/2022- 10:45:22 AM,,,,,,,,,,,,,,,,4.2,290.53,30.93,20.5,5
12119,12/12/2022- 10:56:47 AM,,,,,,,,,,,,,,,,4.2,283.2,30.62,20.56,5
12120,12/12/2022- 11:08:25 AM,,,,,,,,,,,,,,,,4.2,286.87,30.88,20.64,5
12121,12/12/2022- 11:19:50 AM,,,,,,,,,,,,,,,,4.2,285.64,30.79,20.44,5
12122,12/12/2022- 11:31:15 AM,,,,,,,,,,,,,,,,4.2,,30.4,,5
12123,12/12/2022- 11:54:15 AM,,,,,,,,,,,,,,,,4.2,281.98,30.49,20.67,5
12124,12/12/2022- 12:05:40 PM,,,,,,,,,,,,,,,,4.2,278.32,30.37,20.97,5
12125,12/12/2022- 12:17:20 PM,,,,,,,,,,,,,,,,4.2,278.32,30.69,20.67,5
12126,12/12/2022- 12:28:44 PM,,,,,,,,,,,,,,,,4.2,280.76,30.44,20.73,5
12127,12/12/2022- 12:40:25 PM,,,,,,,,,,,,,,,,4.22,277.1,30.3,20.91,5
12128,12/12/2022- 12:51:49 PM,,,,,,,,,,,,,,,,4.21,262.45,30.15,20.94,5
12129,12/12/2022- 1:03:13 PM,,,,,,,,,,,,,,,,4.23,280.76,30.22,21.14,5
12130,12/12/2022- 1:14:52 PM,,,,,,,,,,,,,,,,4.21,279.54,30.05,20.94,5
12131,12/12/2022- 1:26:16 PM,,,,,,,,,,,,,,,,4.23,272.22,29.96,20.85,5
12132,12/12/2022- 1:38:43 PM,,,,,,,,,,,,,,,,4.21,273.44,30.1,20.97,5
12133,12/12/2022- 1:50:20 PM,,,,,,,,,,,,,,,,4.21,271,30.03,20.88,5
12134,12/12/2022- 2:01:45 PM,,,,,,,,,,,,,,,,4.21,264.89,29.98,21.17,5
12135,12/12/2022- 2:13:24 PM,,,,,,,,,,,,,,,,4.21,266.11,29.71,21.32,5
12136,12/12/2022- 2:24:49 PM,,,,,,,,,,,,,,,,4.21,272.22,29.91,21.03,5
12137,12/12/2022- 2:36:14 PM,,,,,,,,,,,,,,,,4.22,273.44,29.91,21.03,4.32
12138,12/12/2022- 2:47:52 PM,,,,,,,,,,,,,,,,4.22,,30.03,,4.4
12139,12/12/2022- 2:59:16 PM,,,,,,,,,,,,,,,,4.22,267.33,29.69,21.17,4.32
12140,12/12/2022- 3:10:56 PM,,,,,,,,,,,,,,,,4.22,269.78,29.64,21.35,4.28
12141,12/12/2022- 3:22:20 PM,,,,,,,,,,,,,,,,4.22,262.45,29.83,21.46,4.26
12142,12/12/2022- 3:33:45 PM,,,,,,,,,,,,,,,,4.22,273.44,29.61,21.32,4.21
12143,12/12/2022- 3:56:50 PM,,,,,,,,,,,,,,,,4.22,,29.98,,4.18
12144,12/12/2022- 4:08:15 PM,,,,,,,,,,,,,,,,4.22,,29.71,,4.17
12145,12/12/2022- 5:05:47 PM,,,,,,,,,,,,,,,,4.18,,29.44,,0.28
12146,12/12/2022- 6:36:49 PM,,,,,,,,,,,,,,,,4.14,264.89,29.3,21.76,0.04
12147,12/12/2022- 6:48:29 PM,,,,,,,,,,,,,,,,4.14,258.79,29.42,21.58,0.04
12148,12/12/2022- 6:59:54 PM,,,,,,,,,,,,,,,,4.13,257.57,29.37,21.73,0.04
12149,12/12/2022- 7:11:19 PM,,,,,,,,,,,,,,,,4.13,255.13,29.44,21.76,0.05
12150,12/12/2022- 7:22:56 PM,,,,,,,,,,,,,,,,4.13,256.35,29.37,21.58,0.05
12151,12/12/2022- 7:34:20 PM,,,,,,,,,,,,,,,,4.13,257.57,29.32,21.58,0.05
12152,12/12/2022- 7:46:00 PM,,,,,,,,,,,,,,,,4.13,257.57,29.47,21.58,0.05
12153,12/12/2022- 7:57:24 PM,,,,,,,,,,,,,,,,4.12,256.35,29.42,21.7,0.05
12154,12/12/2022- 8:08:49 PM,,,,,,,,,,,,,,,,4.12,260.01,29.3,21.58,0.05
12155,12/12/2022- 8:20:26 PM,,,,,,,,,,,,,,,,4.12,261.23,29.25,21.64,0.05
12156,12/12/2022- 8:31:51 PM,,,,,,,,,,,,,,,,4.12,257.57,29.25,21.52,0.05
12157,12/12/2022- 8:43:16 PM,,,,,,,,,,,,,,,,4.12,252.69,29.25,21.55,0.05
12158,12/12/2022- 8:54:55 PM,,,,,,,,,,,,,,,,4.11,257.57,28.91,21.52,0.05
12159,12/12/2022- 9:06:19 PM,,,,,,,,,,,,,,,,4.11,250.24,29.35,21.46,0.05
12160,12/12/2022- 9:16:54 PM,,,,,,,,,,,,,,,,4.11,,29.25,,0.05
12161,12/12/2022- 9:29:21 PM,,,,,,,,,,,,,,,,4.11,262.45,29.17,21.58,0.05
12162,12/12/2022- 9:40:46 PM,,,,,,,,,,,,,,,,4.11,253.91,29.13,21.55,0.05
12163,12/12/2022- 9:51:23 PM,,,,,,,,,,,,,,,,4.11,256.35,29.22,21.29,0.05
12164,12/12/2022- 10:02:48 PM,,,,,,,,,,,,,,,,4.11,256.35,29.15,21.44,0.05
12165,12/12/2022- 10:14:13 PM,,,,,,,,,,,,,,,,4.1,253.91,28.83,21.41,0.05
12166,12/12/2022- 10:25:50 PM,,,,,,,,,,,,,,,,4.1,253.91,29.17,21.32,0.05
12167,12/12/2022- 10:37:15 PM,,,,,,,,,,,,,,,,4.1,257.57,29.03,21.41,0.05
12168,12/12/2022- 10:48:53 PM,,,,,,,,,,,,,,,,4.1,253.91,29.2,21.38,0.05
12169,12/12/2022- 11:00:18 PM,,,,,,,,,,,,,,,,4.1,253.91,28.93,21.38,0.05
12170,12/12/2022- 11:11:43 PM,,,,,,,,,,,,,,,,4.1,249.02,29.03,21.41,0.05
12171,12/12/2022- 11:23:22 PM,,,,,,,,,,,,,,,,4.1,253.91,29.08,21.29,0.06
12172,12/12/2022- 11:34:47 PM,,,,,,,,,,,,,,,,4.1,253.91,28.96,21.29,0.05
12173,12/12/2022- 11:46:26 PM,,,,,,,,,,,,,,,,4.09,251.46,29.05,21.2,0.06
12174,12/12/2022- 11:57:51 PM,,,,,,,,,,,,,,,,4.09,245.36,29.1,21.26,0.06
12175,12/13/2022- 12:09:15 AM,,,,,,,,,,,,,,,,4.09,252.69,29,21.26,0.06
12176,12/13/2022- 12:20:54 AM,,,,,,,,,,,,,,,,4.09,253.91,29.05,21.14,0.06
12177,12/13/2022- 1:05:44 AM,,,,,,,,,,,,,,,,4.09,,28.91,,0.06
12178,12/13/2022- 1:17:23 AM,,,,,,,,,,,,,,,,4.08,251.46,29.13,21.05,0.06
12179,12/13/2022- 1:28:47 AM,,,,,,,,,,,,,,,,4.08,252.69,28.78,20.85,0.06
12180,12/13/2022- 1:40:12 AM,,,,,,,,,,,,,,,,4.08,246.58,28.96,20.94,0.06
12181,12/13/2022- 1:51:50 AM,,,,,,,,,,,,,,,,4.08,247.8,29.03,21.05,0.07
12182,12/13/2022- 2:03:15 AM,,,,,,,,,,,,,,,,4.08,247.8,28.74,20.85,0.06
12183,12/13/2022- 2:14:40 AM,,,,,,,,,,,,,,,,4.08,262.45,28.74,20.91,0.06
12184,12/13/2022- 2:26:18 AM,,,,,,,,,,,,,,,,4.08,245.36,28.76,20.82,0.07
12185,12/13/2022- 2:37:42 AM,,,,,,,,,,,,,,,,4.08,255.13,29.03,21.03,0.06
12186,12/13/2022- 2:49:20 AM,,,,,,,,,,,,,,,,4.08,247.8,28.64,21.03,0.06
12187,12/13/2022- 3:00:44 AM,,,,,,,,,,,,,,,,4.08,249.02,28.64,20.76,0.07
12188,12/13/2022- 3:12:09 AM,,,,,,,,,,,,,,,,4.08,260.01,28.81,20.82,0.07
12189,12/13/2022- 3:23:47 AM,,,,,,,,,,,,,,,,4.08,247.8,28.71,20.94,0.06
12190,12/13/2022- 3:35:12 AM,,,,,,,,,,,,,,,,4.08,252.69,28.56,20.79,0.06
12191,12/13/2022- 3:46:37 AM,,,,,,,,,,,,,,,,4.08,,28.59,,0.06
12192,12/13/2022- 4:09:40 AM,,,,,,,,,,,,,,,,4.08,246.58,28.66,20.79,0.06
12193,12/13/2022- 4:20:17 AM,,,,,,,,,,,,,,,,4.07,250.24,28.59,20.67,0.07
12194,12/13/2022- 4:31:41 AM,,,,,,,,,,,,,,,,4.07,252.69,28.59,20.67,0.06
12195,12/13/2022- 4:43:06 AM,,,,,,,,,,,,,,,,4.07,,28.56,,0.06
12196,12/13/2022- 4:54:42 AM,,,,,,,,,,,,,,,,4.07,236.82,28.61,20.76,0.06
12197,12/13/2022- 5:52:13 AM,,,,,,,,,,,,,,,,4.07,,28.64,,0.07
12198,12/13/2022- 6:38:04 AM,,,,,,,,,,,,,,,,4.06,244.14,28.52,20.53,3.92
12199,12/13/2022- 6:49:28 AM,,,,,,,,,,,,,,,,4.07,240.48,28.59,20.5,3.98
12200,12/13/2022- 7:24:10 AM,,,,,,,,,,,,,,,,4.07,246.58,28.54,20.53,4.04
12201,12/13/2022- 7:35:34 AM,,,,,,,,,,,,,,,,4.08,247.8,28.59,20.47,4.08
12202,12/13/2022- 7:46:59 AM,,,,,,,,,,,,,,,,4.1,241.7,28.42,20.5,4.18
12203,12/13/2022- 7:58:37 AM,,,,,,,,,,,,,,,,4.11,249.02,28.49,20.53,4.19
12204,12/13/2022- 8:10:01 AM,,,,,,,,,,,,,,,,4.13,241.7,28.37,20.53,4.33
12205,12/13/2022- 8:32:02 AM,,,,,,,,,,,,,,,,4.17,,28.54,,4.35
12206,12/13/2022- 8:44:28 AM,,,,,,,,,,,,,,,,4.22,242.92,28.47,20.35,4.52
12207,12/13/2022- 8:55:05 AM,,,,,,,,,,,,,,,,4.19,255.13,28.44,20.5,4.37
12208,12/13/2022- 9:07:31 AM,,,,,,,,,,,,,,,,4.2,246.58,28.37,20.29,4.36
12209,12/13/2022- 9:18:56 AM,,,,,,,,,,,,,,,,4.2,240.48,28.47,20.26,4.26
12210,12/13/2022- 9:30:33 AM,,,,,,,,,,,,,,,,4.22,244.14,28.34,20.47,4.31
12211,12/13/2022- 9:41:57 AM,,,,,,,,,,,,,,,,4.22,250.24,28.49,20.47,4.31
12212,12/13/2022- 9:53:37 AM,,,,,,,,,,,,,,,,4.22,245.36,28.56,20.38,5
12213,12/13/2022- 10:05:02 AM,,,,,,,,,,,,,,,,4.22,238.04,28.32,20.29,4.43
12214,12/13/2022- 10:39:30 AM,,,,,,,,,,,,,,,,4.21,235.6,28.39,20.18,4.28
12215,12/13/2022- 10:50:54 AM,,,,,,,,,,,,,,,,4.22,236.82,28.39,20.47,4.45
12216,12/13/2022- 11:02:36 AM,,,,,,,,,,,,,,,,4.21,236.82,28.17,20.12,5
12217,12/13/2022- 11:14:00 AM,,,,,,,,,,,,,,,,4.22,240.48,28.25,20.44,4.38
12218,12/13/2022- 11:25:40 AM,,,,,,,,,,,,,,,,4.2,241.7,28.44,20.41,5
12219,12/13/2022- 11:37:04 AM,,,,,,,,,,,,,,,,4.23,250.24,28.47,20.35,5
12220,12/13/2022- 11:48:29 AM,,,,,,,,,,,,,,,,4.21,235.6,28.34,20.35,5
12221,12/13/2022- 12:00:09 PM,,,,,,,,,,,,,,,,4.21,240.48,28.25,20.38,5
12222,12/13/2022- 12:11:34 PM,,,,,,,,,,,,,,,,4.21,250.24,28.37,20.47,5
12223,12/13/2022- 12:22:58 PM,,,,,,,,,,,,,,,,4.21,236.82,28.32,20.47,5
12224,12/13/2022- 12:34:35 PM,,,,,,,,,,,,,,,,4.23,241.7,28.34,20.38,5
12225,12/13/2022- 12:46:06 PM,,,,,,,,,,,,,,,,4.21,245.36,28.2,20.59,5
12226,12/13/2022- 12:57:42 PM,,,,,,,,,,,,,,,,4.22,230.71,28.1,20.5,5
12227,12/13/2022- 1:09:06 PM,,,,,,,,,,,,,,,,4.21,242.92,28.17,20.56,5
12228,12/13/2022- 1:20:31 PM,,,,,,,,,,,,,,,,4.21,238.04,28.22,20.85,5
12229,12/13/2022- 1:32:13 PM,,,,,,,,,,,,,,,,4.21,239.26,28.34,20.62,5
12230,12/13/2022- 1:43:39 PM,,,,,,,,,,,,,,,,4.21,,28.03,,5
12231,12/13/2022- 1:55:16 PM,,,,,,,,,,,,,,,,4.21,255.13,28.3,20.62,5
12232,12/13/2022- 2:06:40 PM,,,,,,,,,,,,,,,,4.21,241.7,28.22,20.7,5
12233,12/13/2022- 2:18:05 PM,,,,,,,,,,,,,,,,4.21,231.93,28.34,20.76,5
12234,12/13/2022- 2:29:45 PM,,,,,,,,,,,,,,,,4.22,238.04,28.42,20.91,4.4
12235,12/13/2022- 2:41:10 PM,,,,,,,,,,,,,,,,4.22,239.26,28.12,20.67,4.4
12236,12/13/2022- 2:52:35 PM,,,,,,,,,,,,,,,,4.22,242.92,27.81,20.85,4.32
12237,12/13/2022- 3:04:13 PM,,,,,,,,,,,,,,,,4.22,233.15,28.32,20.73,4.29
12238,12/13/2022- 3:15:38 PM,,,,,,,,,,,,,,,,4.21,250.24,28.39,20.85,4.26
12239,12/13/2022- 3:50:19 PM,,,,,,,,,,,,,,,,4.22,228.27,28.27,20.94,4.18
12240,12/13/2022- 4:59:31 PM,,,,,,,,,,,,,,,,4.18,,27.98,,0.74
12241,12/13/2022- 5:22:22 PM,,,,,,,,,,,,,,,,4.17,230.71,28.05,21.26,0.04
12242,12/13/2022- 5:33:59 PM,,,,,,,,,,,,,,,,4.16,239.26,28.05,21.14,0.04
12243,12/13/2022- 5:45:23 PM,,,,,,,,,,,,,,,,4.16,245.36,28.17,21.08,0.04
12244,12/13/2022- 5:56:48 PM,,,,,,,,,,,,,,,,4.15,238.04,28.08,21.14,0.04
12245,12/13/2022- 6:08:28 PM,,,,,,,,,,,,,,,,4.15,231.93,28.1,21.35,0.04
12246,12/13/2022- 6:19:53 PM,,,,,,,,,,,,,,,,4.15,239.26,28.12,21.23,0.04
12247,12/13/2022- 6:31:33 PM,,,,,,,,,,,,,,,,4.14,230.71,28.1,21.26,0.04
12248,12/13/2022- 6:42:57 PM,,,,,,,,,,,,,,,,4.14,230.71,27.95,21.2,0.04
12249,12/13/2022- 6:54:22 PM,,,,,,,,,,,,,,,,4.13,,28,,0.04
12250,12/13/2022- 7:04:56 PM,,,,,,,,,,,,,,,,4.13,,27.95,,0.04
12251,12/13/2022- 7:17:23 PM,,,,,,,,,,,,,,,,4.13,,28.12,,0.05
12252,12/13/2022- 7:39:23 PM,,,,,,,,,,,,,,,,4.12,240.48,28.2,21.29,0.04
12253,12/13/2022- 8:48:19 PM,,,,,,,,,,,,,,,,4.11,228.27,28.1,21.08,0.05
12254,12/13/2022- 9:11:41 PM,,,,,,,,,,,,,,,,4.11,235.6,28.05,21.08,0.05
12255,12/13/2022- 9:23:06 PM,,,,,,,,,,,,,,,,4.11,234.37,27.95,21.05,0.05
12256,12/13/2022- 9:34:44 PM,,,,,,,,,,,,,,,,4.11,233.15,27.78,21.05,0.05
12257,12/13/2022- 9:46:09 PM,,,,,,,,,,,,,,,,4.11,234.37,27.78,21.08,0.05
12258,12/13/2022- 9:57:34 PM,,,,,,,,,,,,,,,,4.11,239.26,27.91,21.03,0.05
12259,12/13/2022- 10:09:12 PM,,,,,,,,,,,,,,,,4.11,233.15,28.03,21.11,0.05
12260,12/13/2022- 10:20:36 PM,,,,,,,,,,,,,,,,4.1,236.82,27.93,21.14,0.05
12261,12/13/2022- 10:42:37 PM,,,,,,,,,,,,,,,,4.1,228.27,27.71,21,0.05
12262,12/13/2022- 10:54:02 PM,,,,,,,,,,,,,,,,4.1,,27.81,,0.05
12263,12/13/2022- 11:05:40 PM,,,,,,,,,,,,,,,,4.1,229.49,27.76,20.7,0.05
12264,12/13/2022- 11:17:04 PM,,,,,,,,,,,,,,,,4.1,238.04,28,21,0.05
12265,12/13/2022- 11:28:29 PM,,,,,,,,,,,,,,,,4.1,235.6,28,20.88,0.05
12266,12/13/2022- 11:51:32 PM,,,,,,,,,,,,,,,,4.09,230.71,27.91,20.79,0.06
12267,12/14/2022- 12:03:10 AM,,,,,,,,,,,,,,,,4.09,231.93,27.93,20.73,0.06
12268,12/14/2022- 12:14:34 AM,,,,,,,,,,,,,,,,4.09,233.15,27.88,20.82,0.05
12269,12/14/2022- 12:25:59 AM,,,,,,,,,,,,,,,,4.09,231.93,27.73,20.91,0.06
12270,12/14/2022- 12:37:37 AM,,,,,,,,,,,,,,,,4.09,236.82,27.64,20.82,0.06
12271,12/14/2022- 12:49:01 AM,,,,,,,,,,,,,,,,4.09,231.93,27.81,20.82,0.06
12272,12/14/2022- 1:00:26 AM,,,,,,,,,,,,,,,,4.09,235.6,27.83,20.76,0.06
12273,12/14/2022- 1:12:04 AM,,,,,,,,,,,,,,,,4.09,235.6,27.88,20.76,0.06
12274,12/14/2022- 1:23:29 AM,,,,,,,,,,,,,,,,4.09,230.71,27.76,20.82,0.06
12275,12/14/2022- 1:35:07 AM,,,,,,,,,,,,,,,,4.09,228.27,27.86,20.91,0.06
12276,12/14/2022- 1:46:32 AM,,,,,,,,,,,,,,,,4.08,235.6,27.78,20.79,0.06
12277,12/14/2022- 1:57:56 AM,,,,,,,,,,,,,,,,4.08,235.6,27.69,20.73,0.06
12278,12/14/2022- 2:09:34 AM,,,,,,,,,,,,,,,,4.08,233.15,27.71,20.73,0.06
12279,12/14/2022- 2:20:59 AM,,,,,,,,,,,,,,,,4.08,234.37,27.86,20.85,0.06
12280,12/14/2022- 2:32:25 AM,,,,,,,,,,,,,,,,4.08,227.05,27.81,20.7,0.06
12281,12/14/2022- 2:43:01 AM,,,,,,,,,,,,,,,,4.08,230.71,27.83,20.64,0.06
12282,12/14/2022- 3:06:05 AM,,,,,,,,,,,,,,,,4.08,228.27,27.78,20.67,0.06
12283,12/14/2022- 3:17:29 AM,,,,,,,,,,,,,,,,4.08,230.71,27.88,20.5,0.06
12284,12/14/2022- 3:28:54 AM,,,,,,,,,,,,,,,,4.08,223.39,27.73,20.79,0.06
12285,12/14/2022- 4:38:03 AM,,,,,,,,,,,,,,,,4.07,230.71,27.64,20.59,0.06
12286,12/14/2022- 4:49:27 AM,,,,,,,,,,,,,,,,4.07,230.71,27.69,20.59,0.06
12287,12/14/2022- 5:00:52 AM,,,,,,,,,,,,,,,,4.07,233.15,27.64,20.56,0.06
12288,12/14/2022- 5:12:30 AM,,,,,,,,,,,,,,,,4.07,227.05,27.73,20.7,0.06
12289,12/14/2022- 5:23:55 AM,,,,,,,,,,,,,,,,4.07,230.71,27.54,20.59,0.06
12290,12/14/2022- 5:35:19 AM,,,,,,,,,,,,,,,,4.07,225.83,27.76,20.56,0.06
12291,12/14/2022- 5:46:56 AM,,,,,,,,,,,,,,,,4.07,230.71,27.61,20.41,0.07
12292,12/14/2022- 5:58:21 AM,,,,,,,,,,,,,,,,4.07,,27.73,,0.12
12293,12/14/2022- 6:21:25 AM,,,,,,,,,,,,,,,,4.07,236.82,27.47,20.53,3.01
12294,12/14/2022- 6:32:49 AM,,,,,,,,,,,,,,,,4.07,233.15,27.66,20.62,3.59
12295,12/14/2022- 6:43:25 AM,,,,,,,,,,,,,,,,4.07,224.61,27.78,20.23,3.95
12296,12/14/2022- 6:54:49 AM,,,,,,,,,,,,,,,,4.07,229.49,27.78,20.38,3.98
12297,12/14/2022- 7:06:14 AM,,,,,,,,,,,,,,,,4.07,229.49,27.73,20.38,3.99
12298,12/14/2022- 7:17:51 AM,,,,,,,,,,,,,,,,4.07,229.49,27.78,20.53,4.01
12299,12/14/2022- 7:29:16 AM,,,,,,,,,,,,,,,,4.07,234.37,27.61,20.38,4.03
12300,12/14/2022- 7:40:56 AM,,,,,,,,,,,,,,,,4.08,229.49,27.56,20.44,4.04
12301,12/14/2022- 7:52:20 AM,,,,,,,,,,,,,,,,4.08,229.49,27.51,20.35,4.05
12302,12/14/2022- 8:03:45 AM,,,,,,,,,,,,,,,,4.08,228.27,27.56,20.5,4.06
12303,12/14/2022- 8:15:23 AM,,,,,,,,,,,,,,,,4.09,222.17,27.71,20.44,4.05
12304,12/14/2022- 8:26:47 AM,,,,,,,,,,,,,,,,4.09,228.27,27.54,20.26,4.06
12305,12/14/2022- 10:09:53 AM,,,,,,,,,,,,,,,,4.16,231.93,27.64,20.35,4.18
12306,12/14/2022- 10:21:18 AM,,,,,,,,,,,,,,,,4.17,229.49,27.59,20.29,4.2
12307,12/14/2022- 10:32:42 AM,,,,,,,,,,,,,,,,4.19,228.27,27.51,20.35,4.23
12308,12/14/2022- 10:44:21 AM,,,,,,,,,,,,,,,,4.2,235.6,27.64,20.26,4.29
12309,12/14/2022- 10:55:45 AM,,,,,,,,,,,,,,,,4.21,231.93,27.66,20.35,4.28
12310,12/14/2022- 11:07:09 AM,,,,,,,,,,,,,,,,4.22,230.71,27.39,20.38,4.29
12311,12/14/2022- 11:18:49 AM,,,,,,,,,,,,,,,,4.2,233.15,27.47,20.18,5
12312,12/14/2022- 11:30:14 AM,,,,,,,,,,,,,,,,4.2,231.93,27.66,20.38,4.33
12313,12/14/2022- 11:53:17 AM,,,,,,,,,,,,,,,,4.2,227.05,27.49,20.15,5
12314,12/14/2022- 12:04:42 PM,,,,,,,,,,,,,,,,4.19,218.51,27.25,20.18,5
12315,12/14/2022- 12:16:22 PM,,,,,,,,,,,,,,,,4.22,228.27,27.47,20.23,4.32
12316,12/14/2022- 12:27:47 PM,,,,,,,,,,,,,,,,4.23,229.49,27.51,20.23,5
12317,12/14/2022- 12:40:13 PM,,,,,,,,,,,,,,,,4.2,231.93,27.34,20.18,5
12318,12/14/2022- 1:03:15 PM,,,,,,,,,,,,,,,,4.21,225.83,27.56,20.38,5
12319,12/14/2022- 1:13:50 PM,,,,,,,,,,,,,,,,4.23,230.71,27.64,20.53,5
12320,12/14/2022- 1:26:17 PM,,,,,,,,,,,,,,,,4.22,227.05,27.64,20.32,4.34
12321,12/14/2022- 1:37:41 PM,,,,,,,,,,,,,,,,4.22,225.83,27.59,20.56,4.31
12322,12/14/2022- 1:49:19 PM,,,,,,,,,,,,,,,,4.21,227.05,27.51,20.62,4.25
12323,12/14/2022- 2:00:44 PM,,,,,,,,,,,,,,,,4.22,229.49,27.56,20.47,4.26
12324,12/14/2022- 2:12:22 PM,,,,,,,,,,,,,,,,4.21,225.83,27.44,20.5,5
12325,12/14/2022- 2:46:51 PM,,,,,,,,,,,,,,,,4.22,,27.51,,4.37
12326,12/14/2022- 2:58:16 PM,,,,,,,,,,,,,,,,4.21,,27.56,,4.23
12327,12/14/2022- 3:32:42 PM,,,,,,,,,,,,,,,,4.22,230.71,27.51,20.62,4.18
12328,12/14/2022- 3:44:21 PM,,,,,,,,,,,,,,,,4.22,,27.51,,4.19
12329,12/14/2022- 4:07:12 PM,,,,,,,,,,,,,,,,4.22,231.93,27.37,20.79,4.18
12330,12/14/2022- 4:18:50 PM,,,,,,,,,,,,,,,,4.22,229.49,27.69,20.85,4.16
12331,12/14/2022- 4:30:15 PM,,,,,,,,,,,,,,,,4.22,227.05,27.51,20.88,4.13
12332,12/14/2022- 4:41:40 PM,,,,,,,,,,,,,,,,4.21,229.49,27.37,20.79,3.83
12333,12/14/2022- 4:53:18 PM,,,,,,,,,,,,,,,,4.19,225.83,27.32,20.94,2.02
12334,12/14/2022- 5:04:42 PM,,,,,,,,,,,,,,,,4.19,231.93,27.59,20.91,0.31
12335,12/14/2022- 5:16:21 PM,,,,,,,,,,,,,,,,4.18,223.39,27.42,21,0.06
12336,12/14/2022- 5:27:46 PM,,,,,,,,,,,,,,,,4.17,228.27,27.42,20.94,0.04
12337,12/14/2022- 5:39:10 PM,,,,,,,,,,,,,,,,4.16,227.05,27.34,20.97,0.04
12338,12/14/2022- 5:50:48 PM,,,,,,,,,,,,,,,,4.16,234.37,27.39,20.88,0.04
12339,12/14/2022- 6:02:12 PM,,,,,,,,,,,,,,,,4.16,224.61,27.61,20.88,0.04
12340,12/14/2022- 6:13:37 PM,,,,,,,,,,,,,,,,4.15,234.37,27.44,21,0.04
12341,12/14/2022- 6:24:12 PM,,,,,,,,,,,,,,,,4.15,229.49,27.39,21,0.04
12342,12/14/2022- 6:36:39 PM,,,,,,,,,,,,,,,,4.15,230.71,27.29,20.94,0.04
12343,12/14/2022- 6:47:15 PM,,,,,,,,,,,,,,,,4.14,223.39,27.49,20.85,0.04
12344,12/14/2022- 6:58:40 PM,,,,,,,,,,,,,,,,4.14,228.27,27.47,20.91,0.04
12345,12/14/2022- 7:10:04 PM,,,,,,,,,,,,,,,,4.14,233.15,27.39,20.97,0.04
12346,12/14/2022- 7:33:06 PM,,,,,,,,,,,,,,,,4.13,230.71,27.34,20.91,0.04
12347,12/14/2022- 7:44:31 PM,,,,,,,,,,,,,,,,4.13,225.83,27.34,21.14,0.04
12348,12/14/2022- 7:56:08 PM,,,,,,,,,,,,,,,,4.13,224.61,27.29,21.08,0.04
12349,12/14/2022- 8:07:33 PM,,,,,,,,,,,,,,,,4.12,227.05,27.61,21.05,0.05
12350,12/14/2022- 8:19:12 PM,,,,,,,,,,,,,,,,4.12,222.17,27.47,20.85,0.04
12351,12/14/2022- 8:30:36 PM,,,,,,,,,,,,,,,,4.12,225.83,27.47,21,0.05
12352,12/14/2022- 8:42:00 PM,,,,,,,,,,,,,,,,4.12,223.39,27.2,20.94,0.04
12353,12/14/2022- 8:53:39 PM,,,,,,,,,,,,,,,,4.11,228.27,27.29,20.91,0.04
12354,12/14/2022- 9:05:03 PM,,,,,,,,,,,,,,,,4.11,219.73,27.17,20.85,0.05
12355,12/14/2022- 9:16:42 PM,,,,,,,,,,,,,,,,4.11,225.83,27.44,20.97,0.05
12356,12/14/2022- 9:28:06 PM,,,,,,,,,,,,,,,,4.11,227.05,27.25,20.91,0.04
12357,12/14/2022- 9:39:31 PM,,,,,,,,,,,,,,,,4.11,220.95,27.64,20.82,0.05
12358,12/14/2022- 9:51:09 PM,,,,,,,,,,,,,,,,4.11,228.27,27.22,20.73,0.05
